credit_spread_bps,recovery_rate_pct,hazard_rate_pct,fair_coupon_rate_pct,survival_to_maturity_pct,expected_loss_pct,investor_value_pct,investor_npv,issuer_npv
100.0,20.0,1.25,5.213014305152771,93.94130628134758,4.846954974921935,102.53098904985467,50309.89049854677,4999.99999999997
100.0,35.0,1.5384615384615383,5.213839939759261,92.5961078642316,4.8125298882494585,102.49987200329127,49998.72003291268,4999.999999999979
100.0,50.0,2.0,5.2151693904833545,90.48374180359595,4.758129098202025,102.45081512037808,49508.1512037809,4999.999999999986
100.0,65.0,2.857142857142857,5.217665933078417,86.68778997501816,4.659273508743644,102.36203968668521,48620.39686685195,4999.9999999999845
200.0,20.0,2.5,5.216621350894885,88.24969025845955,9.400247793232362,98.09786080086434,5978.608008643379,5000.000000000046
200.0,35.0,3.0769230769230766,5.2183118470535135,85.74039191604413,9.268745254571312,98.09733842544959,5973.384254495846,5000.000000000076
200.0,50.0,4.0,5.22105043906937,81.87307530779819,9.06346234610091,98.09698912486866,5969.891248686472,4999.999999999952
200.0,65.0,5.714285714285714,5.226246812233248,75.14772930752859,8.698294742364993,98.09780916610508,5978.091661050799,5000.000000000029
300.0,20.0,3.75,5.220304628502154,82.90291181804004,13.677670545567972,93.92136749968451,-35786.325003154925,4999.999999999963
300.0,35.0,4.615384615384615,5.222899286396405,79.39226578179513,13.395027241833162,94.00513834133423,-34948.61658665771,4999.999999999991
300.0,50.0,6.0,5.227126831290288,74.08182206817179,12.959088965914106,94.13539223488951,-33646.07765110489,4999.999999999937
300.0,65.0,8.571428571428571,5.235226323748901,65.14390575310556,12.199632986413054,94.36547234753614,-31345.27652463864,4999.999999999937
450.0,20.0,5.624999999999999,5.2259726239938,75.48396019890073,19.612831840879412,88.1048335663335,-93951.66433666507,5000.000000000064
450.0,35.0,6.9230769230769225,5.229997215175543,70.74036474040616,19.01876291873599,88.40014571937796,-90998.54280622047,5000.000000000033
450.0,50.0,9.0,5.236607587349354,63.76281516217733,18.118592418911334,88.8499744931396,-86500.25506860402,4999.999999999961
450.0,65.0,12.85714285714286,5.249440475271508,52.578802442577974,16.597419145097707,89.61697280819739,-78830.27191802603,5000.000000000003
650.0,20.0,8.125,5.23379702358477,66.61436107034878,26.708511143720976,81.11333924872751,-163866.60751272494,5000.0
650.0,35.0,10.0,5.239865302697849,60.653065971263345,25.575507118678825,81.81721917346397,-156827.8082653603,5000.000000000067
650.0,50.0,13.0,5.2499295989162515,52.20457767610161,23.897711161949196,82.86441816249153,-146355.81837508478,5000.000000000043
650.0,65.0,18.571428571428573,5.269767988917869,39.51177613268873,21.170878353558948,84.57991412534417,-129200.85874655831,5000.000000000015
